i,time,id,text
100074,Mon May  6 18:35:39 2024,27082,"Филиалы НИЯУ МИФИ живут насыщенной жизнью. Постоянно в «Большом МИФИ» происходят научные конференции, фестивали, спортивные соревнования – и многое другое. Чтобы попытаться увидеть жизнь нашей региональной сети – расскажем о некоторых, наиболее важных событиях, произошедших в филиалах нашего университета в апреле."
100075,Mon May  6 16:09:00 2024,27081,"История НИЯУ МИФИ начинается с 1942 года – вуз родился в разгар Великой Отечественной войны. Фронтовики принимали самое активное участие в создании и развитии будущего университета. Накануне великого праздника 9 мая - вспомним об этих героических страницах из истории вуза. 
 
Публикация подготовлена в рамках патриотической акции «Научный полк»
#Научныйполк"
100076,Mon May  6 15:09:00 2024,27080,"🔥Журнал «Атом» (👉https://t.me/s/atommephi) получил поддержку Лиги амбассадоров НИЯУ МИФИ (👉https://t.me/ambassador_mephi)

Сегодня «Атом» – ежеквартальное издание, освещающее культурные и научные события нашего вуза, и тем самым вносящее свой вклад в создание настоящего комьюнити МИФИстов. Перед редакцией встала задача – масштабировать проект и выйти на новый уровень.

Одно из направлений деятельности Лиги амбассадоров — поддержка проектов, направленных на трансляцию бренда НИЯУ МИФИ и развитие университетской культуры. На первом этапе Совет Лиги амбассадоров поддержал семь проектов, одним из которых стал студенческий журнал «Атом».

Подробнее о проекте 👉https://mephi.ru/press/news/22745

Проект ""Лига Амбассадоров"" реализуется в рамках Программы развития НИЯУ МИФИ во взаимодействии с Госкорпорацией ""Росатом"""
100077,Mon May  6 13:44:17 2024,27076,"❗Первый курс Академического мужского хора МИФИ принимает участие в Гала-концерте ко Дню Победы «Спасибо за верность, потомки!». 
 
Концерт состоится сегодня 6 мая в Государственном Кремлевском Дворце в 19:00. 
 
Трансляцию можно будет посмотреть 8 мая в 18:40 на первом канале. 
 
Подробнее о концерте - по ссылке 👉https://kremlinpalace.org/events/gala-koncert-ko-dnyu-pobedy-spasibo-za-vernost-potomki-1"
100078,Mon May  6 13:27:53 2024,27075,"🌿МИФИ — один из самых зеленых университетов в Москве. По аллеям и дорожкам университета очень приятно прогуливаться, конечно, думая об учебе  и научных изысканиях. Мы, например, очень любим Нобелевскую аллею. 

А какие места на территории кампуса любите вы❓
Делитесь в комментариях 😉"
100079,Mon May  6 12:20:12 2024,27074,"МИФИ — наш дом
Университет — это альма-матер, в которой юное поколение обретает знания, исследует свой потенциал и намечает жизненный путь. Он становится для юношей и девушек не просто учебным заведением, но и питательной средой для многогранного роста и развития. 

 🔹 Хотите стать частью семьи МИФИ?
 👉🏼 Вся полезная информация на сайте приемной комиссии https://admission.mephi.ru/ 
 🎞 А пока посмотрите прекрасный клип-экскурсию по университету от нашего карьерного клуба"
100080,Sat May  4 16:58:50 2024,27067,"ВАЖНО!

🫵 Для студентов, поступающих в ВУЦ! 

На доске объявлений ВУЦ НИЯУ МИФИ размещен список студентов, которые записаны на понедельник 06.05.2024 на первичный прием в поликлинику НИЯУ МИФИ (кабинеты 206 и 207, с 8:00 до 13:00).

Пройти первичный прием крайне важно вовремя ☝️"
100081,Fri May  3 17:18:46 2024,27060,"🏆 [club167915299|Минобрнауки России] объявило победителей Конкурса студенческих научных сообществ. 
Среди победителей и [club54277047|Студенческое научное общество НИЯУ МИФИ] 
🎉Поздравляем с получением гранта в размере 5 000 000 рублей на развитие деятельности в 2024 году! 

https://minobrnauki.gov.ru/press-center/news/nauka/82490/"
100082,Fri May  3 17:00:02 2024,27059,"‼В финал [club207290405|Всероссийского инженерного конкурса] прошли 20 студентов НИЯУ МИФИ 
 
Стали известны имена 100 финалистов (🌐 https://vikrf.ru/finalisty-2023-24/) и 179 лауреатов (🌐 https://vikrf.ru/laureaty-2023-24/)Всероссийского инженерного конкурса 23/24. В финал конкурса прошли 20 студентов НИЯУ МИФИ, в том числе 6 представителей филиалов. 
 
Всего в финал вышли среди финалистов студенты и аспиранты из 48 вузов, представляющих 28 регионов, по 66 направлениям обучения: от прикладной математики до экономической безопасности. 

Наиболее популярными направлениями Конкурса среди работ, прошедших в финал, стали: новые материалы и способы конструирования (20 работ), передовые цифровые, интеллектуальные производственные технологии (19 работ), персонализированная медицина, высокотехнологичное здравоохранение и технологии сбережения здоровья, в том числе рациональное применение лекарственных препаратов (прежде всего антибактериальных) (8 работ).
 
Всего в полуфинале текущего сезона Конкурса принял участие 631 студент и аспирант из 103 вузов и 47 регионов России."
100083,Fri May  3 16:00:02 2024,27058,"📰Собрали для вас дайджест мероприятий на предстоящую неделю. 
 
📍НИЯУ МИФИ отмечает День Победы 
⏰5 мая – экскурсия «Коломенское в годы войны»; 
⏰7 мая – поездка обучающихся к обелиску в память о комсомольцах МИФИ,  погибших в боях за Наро-Фоминск, экскурсия в музей военной истории  «Ильинские рубежи»; 
⏰8 мая – Творческая студенческая акция: «Чтение поэмы ""Василий Тёркин""  (11:30, перед Главным корпусом) 
⏰8 мая – Творческая музыкальная акция (12:00-13:00, столовая №3) 
⏰8 мая – Митинг-концерт (12:10, перед Главным корпусом) 
⏰8 мая – Культурно-патриотическая акция «Вальс победы» (12:35. перед  Главным корпусом) 
⏰8 мая - Возложение цветов к бюсту Г.К. Жукова (13:00, метро ""Каширская"",  Северный вестибюль) 
 
📍Специальный показ художественного фильма 📽«Суворовец 1944» с участием команды создателей фильма 
⏰8 мая 12:50 
 Актовый зал 
 Подробнее 👉 https://mephi.ru/press/announcements/22727 
 
📍Выездные мероприятий в рамках Приемной кампании магистратуры 2024 в городах присутствия Госкорпорации «Росатом» 
⏰6-7 мая - Саратов 
⏰6-7 мая - Екатеринбург 
⏰10-11 мая - Киров 
 Подробнее 👉 https://myatom.ru/"
100084,Fri May  3 14:26:00 2024,27056,"⚡13 мая в НИЯУ МИФИ состоится Юбилейная конференция Ядерного общества, посвященная 35-летию организации. 
 
Целью конференции является вовлечение молодёжного актива в совместное с заслуженными профессионалами обсуждение истории ядерного дела, современных задач стоящих перед ядерными наукой и образованием, перспектив развития ядерной энергетики и воспитания нового поколения профессиональных атомщиков. 
 
В Конференции примут участия специалисты дивизионов Росатома («Росэнергоатом», ТВЭЛ и др.), РАН, НИЦ «Курчатовский институт», представители Консорциума опорных вузов Росатома, НИЯУ МИФИ и его филиалов, ветераны Ядерного общества и ядерного образования. 
 
Среди участников конференции - ректор НИЯУ МИФИ Владимир Шевченко, депутат Государственной думы РФ, заместитель председателя комитета Государственной думы по промышленности и торговли Геннадий Скляр и научный руководитель проекта «Прорыв» Евгений Адамов. 
 
Ядерное общество (первоначально - Ядерное общество СССР) было создано в 1989 году по инициативе Курчатовского института при поддержке всех основных предприятий Средмаша и смежных отраслей. За время своего существования Ядерное общество провело около 500 мероприятий различного формата, содействуя развитию ядерного дела в нашей стране, международного сотрудничества и профессионального обсуждения актуальных проблем безопасного использования ядерной энергии."
100085,Fri May  3 13:30:00 2024,27053,
100086,Fri May  3 12:30:00 2024,27051,"Поздравляем регбистов НИЯУ МИФИ . 
 
21 и 28 апреля на стадионе «Буревестник» состоялись четвертые завершающие туры 36 Московских Спортивных Студенческих игр (МССИ XXXVI) по регби-7 во всех дивизионах. 
 
В этом году НИЯУ МИФИ на соревнованиях был представлен 3 командами: основная мужская студенческая сборная играла в 1 дивизионе против самых сильных команд Москвы; команда МИФИ-А, состоящая в основном из студентов 1 и 2 курсов, набиралась опыта в 3 дивизионе; и, конечно, же женская команда МИФИ выступила в женском дивизионе. Стоит отметить, что в сезоне 2023-2024 было впервые проведено 4 тура женских соревнований, что свидетельствует о развитии женского регби в Москве. 
 
Игровые дни были напряженными и непредсказуемыми, ведь все команды стремились занять первую строчку турнирной таблицы. Особенно серьезная борьба происходила в 1 дивизионе. Тем не менее нашим студентам удалось занять почетное 3 место и забрать домой бронзовые медали. 
 
Женская команда в этом сезоне выступила в обновленном составе. В команду пришло много перспективных и амбициозных девушек. Впереди еще много работы, новым игрокам необходимо оттачивать свои навыки и набираться как можно больше игрового опыта. Надеемся, что в следующем сезоне девушкам удастся подняться выше в общем зачете. 
 
 Подводя итог, хочется отметить что прошедший тур оказался показательным для всех команд. Не все тренерские установки удалось выполнить, но это лишь повод упорно работать и двигаться дальше."
100087,Fri May  3 11:37:49 2024,27048,"⚡В мае студенты НИЯУ МИФИ пройдут практику на исследовательском реакторе 
 
Студенты [club131715722|ИЯФиТ НИЯУ МИФИ] в конце мая смогут пройти производственную практику на расположенном на территории университета исследовательском реакторе (ИРТ МИФИ). 
 
Во время практики, которая начнется уже 20 мая, будущих физиков ждет подробная обзорная экскурсия по зданию ИРТ МИФИ и знакомство с технологической схемой реакторной установки. Студенты узнают о системах охлаждения и управления, ядерной безопасности и биологической защите, теплотехническом контроле и электроснабжении, расчетном сопровождении эксплуатации и основных направлениях научно-исследовательских работ, которые можно выполнять на этом сложном инженерном объекте, а также осуществят виртуальный пуск реактора. 
 
Напомним, что ИРТ МИФИ был запущен в 1967 году и, проработав более 40 лет, в 2009 году был переведен в режим длительного останова. В прошлом году начались подготовительные работы по выводу реактора на проектную мощность, которая невелика – 2,5 МВт, но, тем не менее, позволяет проводить разнообразные исследования и эксперименты. 
 
Сегодня традиции возрождаются – в январе студенты ИЯФиТ уже проходили стажировку на ядерных объектам МИФИ, во время которой увидели физический зал с уран-графитовым и уран-водным подкритическими стендами и лабораторию методов контрольных измерений ядерных материалов. В мае будущие физики пройдут на ИТР МИФИ производственную практику. 
 
По словам заместителя главного инженера реактора Владимира Алферова, все системы ИРТ находятся в рабочем состоянии, проблем с его запуском не ожидается, главное – получить в ближайшее время все необходимые разрешения. И тогда новые исследования, эксперименты, открытия также не заставят себя ждать."
100088,Fri May  3 10:00:01 2024,27047,"8 мая по случаю празднования Дня Победы советского народа в Великой Отечественной войне в НИЯУ МИФИ пройдет специальный кинопоказ художественного фильма «Суворовец 1944». 
 
Фильм является новинкой российского кинопроката – он вышел на экраны 25 апреля 2024 года. Режиссер – Денис Казанцев. 
 
Спустя год обучения в Суворовском училище 13-летний Вовка Куликов возвращается в родную сибирскую деревню. Мальчик узнаёт, что его отец, председатель колхоза, ушёл на фронт, а на деревню тем временем обрушиваются проблемы: банда таинственных грабителей терроризирует местных жителей и ставит под угрозу своевременный сбор урожая. Вовка решает встать на защиту своей семьи и друзей и вступает в противостояние с бандитами. 
 
Показ пройдет при поддержке [club214524833|Движения Первых] в МИФИ с участием команды создателей фильма 8 мая в 12:50 в актовом зале. 
 
Если вы не из МИФИ, зарегистрируйтесь по ссылке: https://it.mephi.ru/webform/1824"
100089,Fri May  3 09:33:06 2024,27046,"🎉 Поздравляем коллег с награждением Почётной грамотой Президента Российской Федерации за заслуги в научно-педагогической деятельности, подготовке высококвалифицированных специалистов и многолетнюю добросовестную работу! 
 
✅ Линник Оксану Владимировну - руководителя СФТИ НИЯУ МИФИ
✅ Руденко Валентину Анатольевну - руководителя ВИТИ НИЯУ МИФИ
✅ Сироткину Анну Геннадиевну - руководителя СарФТИ НИЯУ МИФИ"
100090,Thu May  2 18:00:02 2024,27044,"⚡Чуть больше месяца назад начала свою работу Лига амбассадоров НИЯУ МИФИ - сообщество единомышленников, которые разделяют ценности и культуру родного университета и хотят делиться ими с миром. 
 
Что важного и интересного успели сделать амбассадоры за этот срок? Собрали небольшую подборку ярких моментов! 
 
✅Алексей Гусев принял участие в CISO-форуме - одном из главных событий для экспертов в области кибербезопасности из ключевых отраслей экономики. 
 
✅Йоханн Шмайснер организовал экскурсию для учащихся своей бывшей школы в павильон Атом на ВДНХ - крупнейший в России просветительский комплекс, посвященный истории ядерной эпохи. 
 
✅Александр Кожиев посетил Международную научную конференцию «Философские и педагогические идеи И. Канта: история и современность» в Калининграде, где выступил с докладом о современных интеллектуальных системах. 
 
✅Сергей Соколов принял участие во Всероссийской научно-практической конференции ""Психологическая служба университета: проблемы и перспективы развития"". 
 
И это еще не все! 
 
Совсем скоро мы расскажем о проектах, поддержанных Лигой. Следите за новостями!"
100091,Thu May  2 17:10:37 2024,27043,"🎼27 апреля на сцене Большого зала Центрального Дома ученых состоялся гала-концерт финалистов международного конкурса исполнителей русского романса ""Большая Романсиада"". 
 
Лауреатом 1-ой премии в номинации "" Любители Романса с музыкальным образованием "" стала наша коллега, к. э.н, сотрудник кафедры 75 ""Финансовый мониторинг"" Софья Ковалева (Климова). 
 
Конкурсный отбор 3 тура проходил в Московском доме Романса под руководством Засл. Арт. России Галины Преображенской. 
 
Из 90 участников конкурса было отобрано 12 финалистов. 
 
🎉Поздравляем Софью Евгеньевну с Победой и желаем дальнейших творческих успехов"
100092,Thu May  2 16:00:03 2024,27042,"🎓28 апреля в Республике Дагестан в гостиничном комплексе «Арена» начала работу Летняя школа по фундаментальной физике и математике. 
НИЯУ МИФИ является одним из соорганизаторов школы. Заняться наукой на берегу Каспийского моря выехала команда нашего университета из 11 студентов второго и третьего курса [club142251832|Института ЛаПлаз.] 

Работа со школьниками и студентами проходит по методике «равный - равному», которая основана на обмене знаниями и опытом между участниками. Этот подход стимулирует вовлеченность и внимание, а также повышает эффективность обучения. Основа образовательного процесса в этом случае — равноправие и взаимный рост. Во время школы участники рассказывают друг-другу доклады, заранее подготовленные вместе со своими кураторами.

Темами школы являются математические методы в физике, случайные блуждания и диффузия, локализация Андерсона и многие другие.
Кроме занятий наукой школьников и студентов ожидает культурно-спортивная программа, а также экскурсии по живописным природным местам Дагестана.

Видеоролик о работе школы можно посмотреть здесь 👉https://t.me/manrdminobrnaukird/8255"
100093,Thu May  2 15:40:00 2024,27040,"⚡С 01 по 05 июля 2024 года в НИЯУ МИФИ пройдет 6-я международная летняя школа «Физика взаимодействия плазмы с поверхностью и плазменные технологии» им В.А. Курнаева. 
 
📝Школа в первую очередь ориентирована на студентов, аспирантов и молодых ученых, специализирующихся в области физики плазмы, управляемого термоядерного синтеза и взаимодействия плазмы с поверхностью. 
 
📍Основные цели школы: познакомить участников с основами и современными направлениями исследований, предоставить площадку для общения с ведущими экспертами в этой области и выбора возможного трудоустройства. 
 
✅Программа школы включает в себя лекции ведущих российских специалистов из НИЯУ МИФИ, НИЦ «Курчатовский институт», предприятий Госкорпорации «Росатом» и институтов РАН, а также зарубежных специалистов из международной организации ITER. Участники школы смогут представить свои собственные работы в виде устных и стендовых докладов. В рамках школы будут проведены экскурсии и демонстрационные эксперименты на токамаке МИФИСТ и в других лабораториях. 
 
❗Оргвзнос для участия в школе не требуется. Количество очных участников конференции ограничено. Для участия в школе необходимо зарегистрироваться до 1 июня 2024 года. 
 
По окончанию школы участникам будут выданы сертификаты о повышении квалификации. 
 
Более подробная информация доступна на сайте 👉 sspsi.mephi.ru/2024"
100094,Thu May  2 14:40:00 2024,27038,"🎓Студенты НИЯУ МИФИ стали победителями XI Всероссийской студенческой олимпиады по физике 
 
На базе НИЯУ МИФИ 1-22 апреля уже в одиннадцатый раз раз был проведен заключительный тур Всероссийского этапа Всероссийской студенческой олимпиады по физике – 2024 (ВСО-2024). Студенты МИФИ, как и в прошлом году, продемонстрировали высокий уровень владения физикой, заняв первое место в личном зачете и второе место в командном зачете. 
 
Подробнее 👉 https://mephi.ru/press/news/22725"
100095,Thu May  2 13:40:00 2024,27035,
100096,Thu May  2 12:40:00 2024,27034,"📰Валерий Фальков посетил Ташкентский филиал НИЯУ МИФИ 
 
Делегация Министерства науки и высшего образования РФ во главе с министром Валерием Фальковым посетила с рабочим визитом Ташкентский филиал Национального исследовательского ядерного университета «МИФИ». 
 
В ходе экскурсии гости ознакомились с учебными аудиториями, лабораториями и информационно-ресурсным центром филиала. Особый интерес вызвали научные проекты и изобретения студентов, показавшие высокий уровень инновационной деятельности в вузе. Кроме того, делегация познакомилась с проектом по созданию Инновационного химического научно-производственного и образовательного кластера - важного шага для развития химической промышленности и образования в регионе. 
 
Подробнее 👉 https://mephi.ru/press/news/22726"
100097,Thu May  2 11:30:44 2024,27028,"🧙‍♂ С Международным днем Гарри Поттера, волшебники и маглы! 🧙‍♀ 
 
Сегодня, 2 мая,поклонники Гарри Поттера во всем мире отмечают Международный день Гарри Поттера.
 
Стоит отметить, что праздник не является официальным и не имеет какого-либо особого статуса. Это просто способ для поклонников выразить свою любовь к серии книг и фильмов о Гарри Поттере. 

А какой из фильмов фантастической франшизы нравится вам?
 
#ГарриПоттер #МеждународныйДеньГарриПоттера #МагияИВолшебство"
100098,Wed May  1 08:09:12 2024,27025,"С Праздником весны и труда!

Весна дарит нам новые идеи и энергию для их воплощения. Труд открывает возможности для самореализации и самосовершенствования. Главное – непрерывно развиваться и не останавливаться на достигнутом. «Дорогу осилит идущий» – девиз мифистов. И он как нельзя лучше подходит к Дню весны и труда. Именно благодаря самоотверженному труду, упорству и целеустремленности мифистам удается добиваться выдающихся результатов. А идти прекрасным весенним днем верной дорогой рядом с единомышленниками – уже счастье. 
 
Поздравляем всех студентов, ученых, преподавателей, сотрудников НИЯУ МИФИ с Праздником весны и труда!"
100099,Mon Apr 29 18:00:37 2024,27023,
110000,Mon Apr 29 16:23:51 2024,27022,"МИФИ поздравляет с 85-летием Евгения Олеговича Адамова! 

Евгений Олегович — выдающийся ученый, талантливый государственный деятель, к заслугам которого, несомненно, следует отнести многие яркие достижения российской науки и техники, включая создание системы комплексной автоматизации проектирования, производства и испытаний изделий и второго поколения экспериментальной базы в НИЦ «Курчатовский институт», работы по повышению безопасности реакторов РБМК, разработку в конце 90-х первой долгосрочной стратегии развития атомной энергетики, внедрение робототехники в технологии замкнутого ядерного топливного цикла. 

Под его руководством в 2001 году введена в строй первая в XXI веке в России АЭС – Ростовская. Благодаря таланту и энергии Евгения Олеговича стало возможным успешное развитие проекта реакторной установки IV поколения «БРЕСТ-ОД-300» – знаменитый «ПРОРЫВ», в качестве научного руководителя которого он сейчас трудится на благо Отечества. 

Евгений Олегович – автор более 300 научных работ, кавалер ордена «Знак Почета» и двух медалей – «За доблестный труд» и «850-летия Москвы». 

От всего сердца поздравляем с юбилеем и желаем отменного здоровья, успешного достижения всех поставленных целей и новых загоризонтных планов!"
110001,Mon Apr 29 15:54:40 2024,27021,"ФИАН, с 90-летием! 
 
Поздравляем с 90-летием Физического института имени П.Н. Лебедева Российской академии наук коллектив и директора института Николая Николаевича Колачевского! 
 
Разработка самых актуальных направлений на передовом крае науки и техники всегда была «визитной карточкой» Института. Мировая известность ФИАН связана с исследованиями в области физики элементарных частиц, лазеров, физики сверхпроводимости и сверхтекучести, вызывающими восхищение всего научного сообщества, и отмеченными высочайшими наградами. 
 
МИФИ и ФИАН связывает много исторических и научных нитей, обе организации скреплены судьбами выдающихся ученых, имена которых вписаны золотыми буквами в историю науки: это Нобелевские лауреаты П.А. Черенков, И.Е. Тамм, И.М. Франк, Н. Г. Басов, А.М. Прохоров, В.Л. Гинзбург. 
 
Пусть ФИАН еще долгие годы высоко держит знамя научного авторитета и престижа России, а его сотрудники совершают прорывные открытия!"
110002,Sat Apr 27 19:51:58 2024,27018,"🚀В НИЯУ МИФИ прошел V Открытый чемпионат по скоростному интегрированию «Интегрируй»

Проверить себя в сражении с интегралами решили не только мифисты, но и студенты других вузов Москвы, среди которых МГУ им. Ломоносова, МГТУ им. Баумана, МФТИ, ВШЭ, МИСИС и другие. Всего зарегистрировалось более 150 человек. Конкурс организован Математической лигой НИЯУ МИФИ. 

🏆Победителями V Открытого чемпионата по скоростному интегрированию «Интегрируй» стали:

🥇1 место – Алексей Шишкин (МФТИ)
🥈2 место – Александр Третьяков (МФТИ)
🥉3 место поделили Никита Клинов (НИЯУ МИФИ) и Олег Ланюк (МГТУ им. Баумана)  

Поздравляем победителей! 🎉"
110003,Sat Apr 27 17:30:13 2024,27015,"🔥Счастье на рабочем месте: как преодолеть выгорание и достичь профессионального благополучия

В преддверии Праздника весны и труда психолог Психологического центра НИЯУ МИФИ Александр Бобков рассказал о том, как найти баланс между работой и личной жизнью, избежать выгорания и начать трудиться более эффективно."
110004,Sat Apr 27 16:39:30 2024,27013,"⚡Доцент кафедры фундаментальной медицины НИЯУ МИФИ Александра Филькова стала лауреатом премии ""Колба"" для женщин в науке и технологиях в номинации ""Биология"". 

💥Поздравляем Александру и желаем профессиональных успехов.

Подробнее https://vestniknews.ru/novosti/14692-v-moskve-proshel-forum-i-premiya-kolba.html"
110005,Sat Apr 27 13:40:39 2024,27008,"⚡️Сегодня состоялось подписание соглашения о расширении сотрудничества между Национальным исследовательским ядерным университетом «МИФИ» и Научно-исследовательским институтом микроэлектронной аппаратуры «Прогресс». 

Соглашение подписали ректор НИЯУ МИФИ Владимир Шевченко и генеральный директор АО «НИИМА «Прогресс» Захар Кондрашов. 
Стороны обсудили разные аспекты сотрудничества и обозначили шаги дальнейшего взаимодействия, которое будет способствовать достижению общей цели – подготовке высококвалифицированных инженерных кадров и развитию современных инновационных отечественных технологий."
110006,Sat Apr 27 13:30:44 2024,27006,"❗В НИЯУ МИФИ проходит V Открытый чемпионат по скоростному интегрированию «Интегрируй»
 
Проверить себя в сражении с интегралами решили не только мифисты, но и студенты других вузов Москвы, среди которых МГУ, МГТУ, МФТИ, ВШЭ, МИСИС и другие. Всего зарегистрировалось более 150 человек. Конкурс организован Математической лигой НИЯУ МИФИ.
 
Приветствуя участников чемпионата, ректор НИЯУ МИФИ Владимир Шевченко сказал: «Поздравляю вас с тем, что вы решились проверить себя – это хорошее времяпрепровождение в рабочую субботу! Когда-то Ландау, начинал свой знаменитый экзамен по теоретическому минимуму именно с задания по решению интеграла, и если человек не мог его решить, экзамен заканчивался, потому что этот навык был базовым для физиков-теоретиков. Сейчас это все может делать компьютер, казалось бы, зачем заниматься решать интегралы самому? На самом деле, современному ученому это также важно, как и ребенку в начальной школе важно уметь решать элементарные задачи по арифметике, иначе все цифры превращаются в магию, причем в плохом смысле этого слова. Мы видим свою миссию в образовании в том, чтобы готовить людей, которые будут сохранять понимание, будут не только пользователями сложным систем поддержки принятия решений, но людьми понимающими, как эти системы устроены изнутри, умеющими их создавать. Сегодня проходит чемпионат в индивидуальном формате заданиям, пользуясь случаем, приглашаю вас на осенний чемпионат – командный. Всем желаю победы!» 
 
Победители будут объявлены в 18:00."
110007,Sat Apr 27 13:30:00 2024,27005,"Школьников зовут в Арктику! 5-й сезон проекта «Ледокола знаний».

Финалистов ждет юбилейная арктическая экспедиция Росатома на Северный полюс. В проекте могут принять участие школьники и студенты колледжей в возрасте от 14 до 16 лет. Для этого им нужно зарегистрироваться на сайте polus.atom.online до 7 мая 2024 года и пройти все отборочные этапы. 

Проект «Ледокол знаний» направлен на популяризацию атомных технологий, поиск и поддержку талантливых и одаренных детей, развитие их способностей и профориентацию."
110008,Sat Apr 27 12:41:14 2024,27003,"🚀В НИЯУ МИФИ начался V Открытый чемпионат по скоростному интегрированию ""Интегрируй!""."
110009,Sat Apr 27 12:38:15 2024,27002,Новости из мира животных... В большой семье зоопитомцев МИФИ новые жители. К нам прилетели и живут огари.
